经典PageRank算法：
迭代次数：85
最后一次误差：9.432267283366254e-09
pagerank向量和:1.3155979201692804e-07
0, 0.0
1, 0.0
2, 4.769768200023557e-09
3, 4.5351700883539033e-08
4, 3.7901523749225094e-09
5, 4.937062744901893e-09
6, 6.56744494224718e-10
7, 1.095760321175987e-09
8, 1.134492311047175e-09
9, 6.56744494224718e-10
10, 6.56744494224718e-10
11, 1.0610845938388201e-09
12, 1.0610845938388201e-09
13, 6.56744494224718e-10
14, 9.039968523365818e-10
15, 1.4061327417243709e-09
16, 1.6901307797370333e-09
17, 9.469518447431383e-10
18, 1.4685322074837216e-09
19, 6.56744494224718e-10
20, 0.0
21, 1.2828584327631866e-09
22, 0.0
23, 8.785183331490842e-10
24, 1.2915800525494133e-09
25, 6.56744494224718e-10
26, 0.0
27, 0.0
28, 6.56744494224718e-10
29, 6.56744494224718e-10
30, 6.56744494224718e-10
31, 1.645866131672035e-09
32, 1.5133538914737795e-09
33, 6.56744494224718e-10
34, 1.2915800525494133e-09
35, 9.039968523365818e-10
36, 6.56744494224718e-10
37, 6.56744494224718e-10
38, 6.56744494224718e-10
39, 8.138322357269564e-10
40, 6.56744494224718e-10
41, 6.56744494224718e-10
42, 6.56744494224718e-10
43, 8.138322357269564e-10
44, 6.56744494224718e-10
45, 6.56744494224718e-10
46, 6.56744494224718e-10
47, 6.56744494224718e-10
48, 6.56744494224718e-10
49, 6.56744494224718e-10
50, 6.56744494224718e-10
51, 8.138322357269564e-10
52, 6.56744494224718e-10
53, 6.56744494224718e-10
54, 6.56744494224718e-10
55, 1.1416440709851055e-09
56, 6.56744494224718e-10
57, 6.56744494224718e-10
58, 6.56744494224718e-10
59, 6.56744494224718e-10
60, 6.56744494224718e-10
61, 6.56744494224718e-10
62, 6.56744494224718e-10
63, 6.56744494224718e-10
64, 6.56744494224718e-10
65, 8.138322357269564e-10
66, 6.56744494224718e-10
67, 6.56744494224718e-10
68, 1.095760321175987e-09
69, 9.01291552880031e-10
70, 1.5708774150223843e-10
71, 1.538832410661277e-09
72, 6.56744494224718e-10
73, 0.0
74, 0.0
75, 0.0
76, 6.56744494224718e-10
77, 9.039968523365818e-10
78, 0.0
79, 0.0
80, 0.0
81, 0.0
82, 0.0
83, 0.0
84, 2.4725235811186385e-10
85, 0.0
86, 0.0
87, 2.4725235811186385e-10
88, 1.5708774150223843e-10
89, 2.4725235811186385e-10
90, 6.56744494224718e-10
91, 4.0434009961410226e-10
92, 6.56744494224718e-10
93, 0.0
94, 1.4086311048346271e-09
95, 2.4725235811186385e-10
96, 6.56744494224718e-10
97, 2.4725235811186385e-10
98, 1.5708774150223843e-10
99, 0.0
100, 0.0
101, 2.4725235811186385e-10
102, 0.0
103, 0.0
104, 0.0
105, 0.0
106, 9.897290062652435e-10
107, 0.0
108, 0.0
109, 0.0
110, 0.0
111, 0.0
112, 0.0
113, 0.0
114, 0.0
115, 0.0
116, 0.0
117, 0.0
118, 2.4725235811186385e-10
119, 6.56744494224718e-10
120, 0.0
121, 2.9020735051842036e-10
122, 0.0
123, 8.138322357269564e-10
124, 0.0
125, 1.5708774150223843e-10
126, 1.5708774150223843e-10
127, 6.56744494224718e-10
128, 2.4725235811186385e-10
129, 0.0
130, 0.0
131, 1.5708774150223843e-10
132, 1.167122590172603e-09
133, 0.0
134, 0.0
135, 0.0
136, 0.0
137, 0.0
138, 0.0
139, 6.56744494224718e-10
140, 0.0
141, 9.039968523365818e-10
142, 2.2177383892436628e-10
143, 1.5708774150223843e-10
144, 6.56744494224718e-10
145, 0.0
146, 0.0
147, 0.0
148, 1.5708774150223843e-10
149, 9.440551055659434e-11
150, 0.0
151, 1.5708774150223843e-10
152, 0.0
153, 7.014104462987103e-10
154, 0.0
155, 0.0
156, 0.0
157, 0.0
158, 6.56744494224718e-10
159, 0.0
160, 0.0
161, 0.0
162, 0.0
163, 4.3901582695126903e-10
164, 0.0
165, 0.0
166, 0.0
167, 0.0
168, 4.77747816822457e-10
169, 0.0
170, 0.0
171, 0.0
172, 0.0
173, 0.0
174, 0.0
175, 0.0
176, 6.56744494224718e-10
177, 0.0
178, 6.56744494224718e-10
179, 0.0
180, 1.5708774150223843e-10
181, 6.56744494224718e-10



随机跳转PangRank算法：
迭代次数：45
最后一次误差：9.708574929752474e-09
向量和:0.44853835963067484
1, 0.0008241758241758243
2, 0.0015247252747252749
3, 0.00935664813920289
4, 0.12776577735676403
5, 0.008618254960486198
6, 0.00972021853737233
7, 0.002132620673326116
8, 0.0029757499048648863
9, 0.0027953833516239607
10, 0.002132620673326116
11, 0.002132620673326116
12, 0.0027294825237434085
13, 0.0027294825237434085
14, 0.002132620673326116
15, 0.0024768784657554855
16, 0.003321720081880451
17, 0.0036665724140141926
18, 0.0025778473842037225
19, 0.003587470005812384
20, 0.002132620673326116
21, 0.0008241758241758243
22, 0.0030995953266993244
23, 0.0008241758241758243
24, 0.0025027334762820317
25, 0.0030479874096118837
26, 0.002132620673326116
27, 0.0008241758241758243
28, 0.0015247252747252749
29, 0.002132620673326116
30, 0.002132620673326116
31, 0.002132620673326116
32, 0.0037089058800407583
33, 0.004118649663117251
34, 0.002132620673326116
35, 0.0030479874096118837
36, 0.0024768784657554855
37, 0.002132620673326116
38, 0.002132620673326116
39, 0.002132620673326116
40, 0.0023852247313140393
41, 0.002132620673326116
42, 0.002132620673326116
43, 0.002132620673326116
44, 0.0023852247313140393
45, 0.002132620673326116
46, 0.002132620673326116
47, 0.002132620673326116
48, 0.002132620673326116
49, 0.002132620673326116
50, 0.002132620673326116
51, 0.002132620673326116
52, 0.0023852247313140393
53, 0.002132620673326116
54, 0.002132620673326116
55, 0.002132620673326116
56, 0.003106976054699057
57, 0.002132620673326116
58, 0.002132620673326116
59, 0.002132620673326116
60, 0.002132620673326116
61, 0.002132620673326116
62, 0.002132620673326116
63, 0.002132620673326116
64, 0.002132620673326116
65, 0.002132620673326116
66, 0.0023852247313140393
67, 0.002132620673326116
68, 0.002132620673326116
69, 0.0029757499048648863
70, 0.002639480979381292
71, 0.0010767798821637478
72, 0.0033922452020412534
73, 0.002132620673326116
74, 0.0008241758241758243
75, 0.0008241758241758243
76, 0.0008241758241758243
77, 0.002132620673326116
78, 0.0024768784657554855
79, 0.0008241758241758243
80, 0.0015247252747252749
81, 0.0008241758241758243
82, 0.0008241758241758243
83, 0.0015247252747252749
84, 0.0008241758241758243
85, 0.0011684336166051935
86, 0.0008241758241758243
87, 0.0008241758241758243
88, 0.0011684336166051935
89, 0.0010767798821637478
90, 0.0011684336166051935
91, 0.002132620673326116
92, 0.001421037674593117
93, 0.002132620673326116
94, 0.0008241758241758243
95, 0.0033636930141215655
96, 0.0011684336166051935
97, 0.002132620673326116
98, 0.0011684336166051935
99, 0.0010767798821637478
100, 0.0008241758241758243
